ES_ID,Title,DOI,Publish_in,Study_ID,Year,Ex_ID,Exp_note,Outcome_ID,Outcome_notes,Species_latin,Species_common,Strain,Sex,Lifestage_exposure,Lifestage_exposure_notes,Lifestage_testing,Lifestage_testing_notes,Experimental_design,Experimental_design_notes,Comparison_structure,Combined_manipulation,Combined_manipulation_notes,Induced behaviour,Inducing_procedure,Inducing_procedure_notes,Lifestage_inducing_procedure,Lifestage_inducing_procedure_ notes,Inducing_procedure_duration,Inducing_procedure_duration_notes,Experimental_procedures,Experimental_procedures_notes,Relative_timing,Timing_notes,Test_sequence,Test_sequence_notes,Exposure_duration,Exposure_notes,Exposure_span,Exposure_span_notes,Music_exposure_duration,Music_timing,Music_type,Music_notes,Meta_genre,Loudness,Frequency,Stimulus_reporting,Control_conditions,Control_loudness,Control_notes,Control_frequency,Control_stimulus_reporting,Outcome_type,Assay_type,Assay_type_notes,Measurment_variable,Data_type,Data_units,Measurement_timing,Timing_reporting,Data_source,Data_file,C_ID,E_ID,Comparison,Higher_better,Higher_better_notes,C_n,Ex_n,C_mean,C_SE,C_SD,C_CI,Ex_mean,Ex_SE,Ex_SD,Ex_CI,Stat_comment,ROB_guideline,ROB_guideline_name,ROB_blinding,ROB_randomization,ROB_rand_method,ROB_attrition,ROB_attrition_notes,ROB_selective_reporting,ROB_selective_reporting_notes,Overall_rob,Reporting_quality,Cohort_ID,lnRR,lnRR_var,lnVR,lnVR_var,lnCVR,lnCVR_var
es093,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,NA,out003,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months,Young adult,3 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T3,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Open Field Test,NA,Motion,count,N/A,Not reported,1,Figure 1,Sampaio_2017_fig_1_female,control_,music.therapy,control_music.therapy,Yes,NA,10,10,61.307,4.967,15.708,NA,59.869,4.444,14.055,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.023735186977042633,0.00606109256485096,-0.11119193235726803,0.08333333333333333,-0.08745674538022552,0.08939442589818429
es094,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,NA,out004,NA,Rattus norvegicus,Rat,Wistar,Female,Adult,4 months,Adult,4 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T4,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Open Field Test,NA,Motion,count,N/A,Not reported,1,Figure 1,Sampaio_2017_fig_1_female,control_,music.therapy,control_music.therapy,Yes,NA,10,10,42.484,7.712,24.389,NA,55.163,6.797,21.495,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.2611649042240039,0.02577036055656111,-0.12631186102904007,0.08333333333333333,-0.387476765253044,0.10910369388989444
es095,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,NA,out005,NA,Rattus norvegicus,Rat,Wistar,Male,Juvenile,1 month,Juvenile,1 month,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T1,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Open arm entries,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2a_male,control_,music.therapy,control_music.therapy,Yes,NA,10,10,36.328,3.104,9.817,NA,29.855,3.236,10.235,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.11254226316685387,0.0031794108218744393,NA,NA,NA,NA
es096,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,NA,out006,NA,Rattus norvegicus,Rat,Wistar,Male,Adolescent,2 months,Adolescent,2 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T2,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Open arm entries,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2a_male,control_,music.therapy,control_music.therapy,Yes,NA,10,10,22.259,5.68,17.963,NA,17.834,4.491,14.203,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.11949835523659541,0.0187180814099056,NA,NA,NA,NA
es097,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,NA,out007,NA,Rattus norvegicus,Rat,Wistar,Male,Young adult,3 months,Young adult,3 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T3,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Open arm entries,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2a_male,control_,music.therapy,control_music.therapy,Yes,NA,10,10,24.24,6.341,20.051,NA,14.201,4.491,14.203,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.2869015160868807,0.024448733679032882,NA,NA,NA,NA
es098,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,NA,out008,NA,Rattus norvegicus,Rat,Wistar,Male,Adult,4 months,Adult,4 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T4,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Open arm entries,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2a_male,control_,music.therapy,control_music.therapy,Yes,NA,10,10,12.88,5.416,17.127,NA,3.303,3.303,10.443,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.6974085007901497,0.1927408305988341,NA,NA,NA,NA
es099,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,NA,out009,NA,Rattus norvegicus,Rat,Wistar,Male,Juvenile,1 month,Juvenile,1 month,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T1,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Time in open arms,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2b_male,control_,music.therapy,control_music.therapy,Yes,NA,10,10,26.455,5.093,16.104,NA,13.029,3.836,12.13,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.38042579208743565,0.01873501173406499,NA,NA,NA,NA
es100,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,NA,out010,NA,Rattus norvegicus,Rat,Wistar,Male,Adolescent,2 months,Adolescent,2 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T2,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Time in open arms,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2b_male,control_,music.therapy,control_music.therapy,Yes,NA,10,10,11.243,3.638,11.503,NA,8.135,3.704,11.712,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.16736558209377703,0.043768820729271865,NA,NA,NA,NA
es101,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,NA,out011,NA,Rattus norvegicus,Rat,Wistar,Male,Young adult,3 months,Young adult,3 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T3,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Time in open arms,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2b_male,control_,music.therapy,control_music.therapy,Yes,NA,10,10,8.796,4.563,14.431,NA,5.291,2.315,7.32,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.2603074699914047,0.06160339554322925,NA,NA,NA,NA
es102,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,NA,out012,NA,Rattus norvegicus,Rat,Wistar,Male,Adult,4 months,Adult,4 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T4,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Time in open arms,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2b_male,control_,music.therapy,control_music.therapy,Yes,NA,10,10,3.836,1.852,5.856,NA,0.331,0.661,2.091,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,1.2309664010673218,0.815157574964244,NA,NA,NA,NA
es103,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,NA,out013,NA,Rattus norvegicus,Rat,Wistar,Male,Juvenile,1 month,Juvenile,1 month,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T1,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_male,control_,music.therapy,control_music.therapy,No,NA,10,10,6.961,0.818,2.586,NA,6.044,0.638,2.018,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.1412570977760364,0.012545244376663194,-0.24800535841824864,0.08333333333333333,-0.10674826064221221,0.09587857770999653
es104,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,NA,out014,NA,Rattus norvegicus,Rat,Wistar,Male,Adolescent,2 months,Adolescent,2 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T2,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_male,control_,music.therapy,control_music.therapy,No,NA,10,10,6.064,0.918,2.902,NA,4.887,0.798,2.523,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.2157910300520528,0.024848779685851266,-0.13995148480307548,0.08333333333333333,0.07583954524897751,0.1081821130191846
es105,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,NA,out015,NA,Rattus norvegicus,Rat,Wistar,Male,Young adult,3 months,Young adult,3 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T3,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_male,control_,music.therapy,control_music.therapy,No,NA,10,10,4.767,0.499,1.577,NA,4.289,0.878,2.775,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.1056635706879454,0.03140140919674535,0.5651264392174965,0.08333333333333333,0.6707900099054418,0.11473474253007868
es106,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,NA,out016,NA,Rattus norvegicus,Rat,Wistar,Male,Adult,4 months,Adult,4 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T4,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_male,control_,music.therapy,control_music.therapy,No,NA,10,10,3.172,0.539,1.703,NA,2.194,0.359,1.135,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.3686359419195631,0.027812425610735696,-0.4057587507471853,0.08333333333333333,-0.0371228088276222,0.11114575894406903
es107,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,NA,out005,NA,Rattus norvegicus,Rat,Wistar,Female,Juvenile,1 month,Juvenile,1 month,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T1,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Open arm entries,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2a_female,control_,music.therapy,control_music.therapy,Yes,NA,10,10,33.534,4.752,15.028,NA,29.384,2.677,8.467,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.0751428105500955,0.00509212985988312,NA,NA,NA,NA
es108,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,NA,out006,NA,Rattus norvegicus,Rat,Wistar,Female,Adolescent,2 months,Adolescent,2 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T2,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Open arm entries,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2a_female,control_,music.therapy,control_music.therapy,Yes,NA,10,10,19.411,2.811,8.89,NA,23.628,2.544,8.043,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.106678205071352,0.004951953926664149,NA,NA,NA,NA
es109,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,NA,out007,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months,Young adult,3 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T3,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Open arm entries,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2a_female,control_,music.therapy,control_music.therapy,Yes,NA,10,10,12.584,2.209,6.985,NA,21.017,4.953,15.663,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.27252958183253545,0.013002200914700278,NA,NA,NA,NA
es110,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,NA,out008,NA,Rattus norvegicus,Rat,Wistar,Female,Adult,4 months,Adult,4 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T4,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Open arm entries,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2a_female,control_,music.therapy,control_music.therapy,Yes,NA,10,10,6.292,2.677,8.467,NA,11.981,4.083,12.912,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.3321926339595483,0.04024434847807973,NA,NA,NA,NA
es111,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,NA,out009,NA,Rattus norvegicus,Rat,Wistar,Female,Juvenile,1 month,Juvenile,1 month,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T1,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Time in open arms,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2b_female,control_,music.therapy,control_music.therapy,Yes,NA,10,10,9.564,2.663,8.423,NA,25.726,3.329,10.528,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.5258310053783587,0.015558269286172937,NA,NA,NA,NA
es112,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,NA,out010,NA,Rattus norvegicus,Rat,Wistar,Female,Adolescent,2 months,Adolescent,2 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T2,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Time in open arms,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2b_female,control_,music.therapy,control_music.therapy,Yes,NA,10,10,2.542,1.029,3.254,NA,18.886,2.542,8.04,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-1.0323739099489728,0.03214718678042742,NA,NA,NA,NA
es113,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,NA,out011,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months,Young adult,3 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T3,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Time in open arms,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2b_female,control_,music.therapy,control_music.therapy,Yes,NA,10,10,4.903,2.119,6.7,NA,14.286,3.39,10.72,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.5515593705221886,0.036438365481415325,NA,NA,NA,NA
es114,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,NA,out012,NA,Rattus norvegicus,Rat,Wistar,Female,Adult,4 months,Adult,4 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T4,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Time in open arms,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2b_female,control_,music.therapy,control_music.therapy,Yes,NA,10,10,4.479,2.906,9.188,NA,7.324,3.571,11.294,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.25083606930174185,0.08865513320886653,NA,NA,NA,NA
es115,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,NA,out013,NA,Rattus norvegicus,Rat,Wistar,Female,Juvenile,1 month,Juvenile,1 month,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T1,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_female,control_,music.therapy,control_music.therapy,No,NA,10,10,6.512,0.581,1.839,NA,7.926,0.659,2.084,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.19650186606800416,0.007463154874424053,0.12506717826893654,0.08333333333333333,-0.0714346877990677,0.09079648820775738
es116,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,NA,out014,NA,Rattus norvegicus,Rat,Wistar,Female,Adolescent,2 months,Adolescent,2 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T2,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_female,control_,music.therapy,control_music.therapy,No,NA,10,10,9.922,0.795,2.513,NA,11.899,0.659,2.084,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.18169984909415912,0.005046391827644184,-0.1871881346703346,0.08333333333333333,-0.3688879837644936,0.08837972516097752
es117,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,NA,out015,NA,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months,Young adult,3 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T3,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_female,control_,music.therapy,control_music.therapy,No,NA,10,10,9.012,1.26,3.983,NA,7.519,1.182,3.738,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.18112387217410816,0.022276356966487762,-0.06348459516613608,0.08333333333333333,0.11763927700797205,0.10560969029982109
es118,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,NA,out016,NA,Rattus norvegicus,Rat,Wistar,Female,Adult,4 months,Adult,4 months,Repeated Measures,NA,Dependent,No,NA,Innate,NA,NA,NA,NA,NA,NA,None,NA,Before,NA,T4,NA,4,NA,4,NA,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,NA,Not applicable,0,Anxiety,Elevated Plus Maze,NA,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_female,control_,music.therapy,control_music.therapy,No,NA,10,10,6.395,1.26,3.983,NA,7.403,0.795,2.513,NA,NA,No,NA,No,Not reported,not reported,No,NA,No,NA,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.14636888843015533,0.02917245638092418,-0.460558045638052,0.08333333333333333,-0.6069269340682074,0.11250578971425751
